item_id,expert_ai_verdict,expert_ai_confidence,expert_ai_notes,reviewer,evidence_layer,blind_at_decision
X016,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X017,indeterminado,baja,El título o snippet no permite identificar con seguridad el proyecto/procedimiento en uno o ambos documentos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X018,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X019,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X020,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X021,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X022,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X023,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X024,indeterminado,baja,El título o snippet no permite identificar con seguridad el proyecto/procedimiento en uno o ambos documentos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X025,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X026,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X027,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X028,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X029,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X030,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X031,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X032,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X033,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X034,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X035,indeterminado,baja,El título o snippet no permite identificar con seguridad el proyecto/procedimiento en uno o ambos documentos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X036,pertenece_a_un_proceso,alta,Un derrame de petróleo en Quintero forma parte de una secuencia territorial documentada.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X037,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X038,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X039,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X040,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X041,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X042,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X043,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X044,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X045,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X046,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X047,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X048,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X049,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X050,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X051,indeterminado,baja,"Una etapa de participación de subestación puede tener continuidad, pero el ítem aislado no basta.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X052,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X053,indeterminado,baja,El título o snippet no permite identificar con seguridad el proyecto/procedimiento en uno o ambos documentos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X054,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X055,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X056,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X057,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X058,pertenece_a_un_proceso,alta,La intoxicación de La Greda pertenece a una controversia histórica con múltiples noticias.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X059,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X060,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X061,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X062,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X063,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X064,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X065,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X066,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X067,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X068,indeterminado,baja,El título es demasiado genérico para identificar una secuencia concreta.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X069,indeterminado,baja,El título o snippet no permite identificar con seguridad el proyecto/procedimiento en uno o ambos documentos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X070,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X071,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X072,indeterminado,baja,El vertido puede ser un evento único o parte de una controversia local; falta contexto.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X073,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X074,indeterminado,baja,El título o snippet no permite identificar con seguridad el proyecto/procedimiento en uno o ambos documentos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X075,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X076,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X077,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X078,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X079,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X080,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X081,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X082,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X083,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X084,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X085,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X086,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X087,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X088,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X089,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X090,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X091,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X092,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X093,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X094,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X095,pertenece_a_un_proceso,alta,Hidroñuble es un proyecto con controversia y continuidad documental explícita.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X096,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X097,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X098,indeterminado,baja,El título o snippet no permite identificar con seguridad el proyecto/procedimiento en uno o ambos documentos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X099,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X100,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X101,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X102,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X103,indeterminado,baja,El título o snippet no permite identificar con seguridad el proyecto/procedimiento en uno o ambos documentos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X104,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X105,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X106,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X107,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X108,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X109,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X110,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X111,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X112,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X113,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X114,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X115,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X116,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X117,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X118,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X119,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X120,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X121,pertenece_a_un_proceso,media,La demanda de protección de formaciones xerofíticas parece una campaña institucional sostenida.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X122,aislado_correcto,alta,Caso fuera del dominio chileno del corpus; no debe integrarse a procesos nacionales.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X123,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X124,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X125,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X126,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X127,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X128,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X129,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X130,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X131,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X132,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X133,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X134,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X135,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X136,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X137,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X138,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X139,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X140,pertenece_a_un_proceso,media,La oficina territorial se inscribe en la gestión prolongada de la crisis Quintero-Puchuncaví.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X141,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X142,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X143,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X144,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X145,indeterminado,baja,No se identifica proyecto o tranque específico en el título.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X146,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X147,pertenece_a_un_proceso,media,La transición energética de Tocopilla es una controversia con continuidad.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X148,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X149,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X150,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X151,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X152,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X153,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X154,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X155,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X156,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X157,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X158,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X159,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X160,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X161,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X162,no_relacionado,alta,"Los documentos refieren a proyectos, instalaciones, territorios o controversias diferentes.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X163,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X164,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X165,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X166,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X167,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X168,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X169,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X170,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X171,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X172,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X173,mismo_proceso,alta,Coinciden proyecto/instalación o procedimiento identificable y existe continuidad entre los hitos.,GPT-5.6 Thinking,independent_expert_ai_adjudication,True
X174,relacionado,media,"Comparten territorio, política o campo de conflicto, pero no hay identidad suficiente del proceso concreto.",GPT-5.6 Thinking,independent_expert_ai_adjudication,True
